Topic,Fecha,Lineas,FC Ok,NC Flags,AI0 Min,AI0 Max,COUNT Min,COUNT Max,COUNT1 Min,COUNT1 Max,AI1 Min,AI1 Max,EXTPWR Min,EXTPWR Max
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-01,159,false,map[AI0:158 COUNT:159 EXTPWR:159],0.00,52.19,45405.00,45405.00,,,,,9.25,12.88
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-02,157,true,map[AI0:157 COUNT:157 EXTPWR:157],0.79,52.20,45405.00,45405.00,,,,,9.08,12.95
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-03,151,true,map[AI0:151 COUNT:151 EXTPWR:151],0.52,53.11,45405.00,45405.00,,,,,9.17,12.92
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-04,150,true,map[AI0:150 COUNT:150 EXTPWR:150],43.86,44.07,45405.00,45405.00,,,,,9.35,12.83
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-05,157,false,map[AI0:156 COUNT:157 EXTPWR:157],0.00,52.52,45405.00,45405.00,,,,,8.98,12.71
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-06,151,false,map[AI0:148 COUNT:151 EXTPWR:151],0.00,52.92,45405.00,45405.00,,,,,8.37,12.56
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-07,95,false,map[AI0:94 COUNT:95 EXTPWR:95],0.00,53.17,45405.00,45405.00,,,,,9.05,13.76
S270/sarhal/5c1b28f2-4e44-4009-8fbc-964fa7a0c957,2025-04-08,15,true,map[AI0:15 COUNT:15 EXTPWR:15],43.57,44.07,45405.00,45405.00,,,,,10.54,13.75
